WARNING in floppy_queue_rq,"blk_mq_dispatch_rq_list+0x60a/0x2050 block/blk-mq.c:2035
 __blk_mq_do_dispatch_sched block/blk-mq-sched.c:170 [inline]
 blk_mq_do_dispatch_sched block/blk-mq-sched.c:184 [inline]
 __blk_mq_sched_dispatch_requests+0xd1f/0x1560 block/blk-mq-sched.c:309
 blk_mq_sched_dispatch_requests+0x10a/0x190 block/blk-mq-sched.c:333
 blk_mq_run_work_fn+0x206/0x390 block/blk-mq.c:2418
 process_one_work+0x993/0x15e0 kernel/workqueue.c:2405
 worker_thread+0x67d/0x10c0 kernel/workqueue.c:2552
 kthread+0x33e/0x440 kernel/kthread.c:379
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
BUG: sleeping function called from invalid context in console_lock,"dump_stack_lvl+0x178/0x260
 __might_resched+0x3c2/0x660
 console_lock+0x1b/0x80
 do_con_write+0x10f/0x1de0
 con_write+0x25/0x40
 gsmld_write+0xcf/0x140
 file_tty_write.constprop.0+0x472/0x9c0
 do_iter_readv_writev+0x20c/0x3b0
 do_iter_write+0x185/0x7e0
 vfs_writev+0x1d7/0x6b0
 do_writev+0x133/0x2f0
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
kernel BUG in do_journal_end,"do_journal_end+0x3d86/0x4ac0 fs/reiserfs/journal.c:4151
 reiserfs_sync_fs+0xfc/0x130 fs/reiserfs/super.c:78
 sync_filesystem fs/sync.c:56 [inline]
 sync_filesystem+0x109/0x290 fs/sync.c:30
 generic_shutdown_super+0x74/0x410 fs/super.c:474
 kill_block_super+0x9b/0xf0 fs/super.c:1386
 deactivate_locked_super+0x98/0x160 fs/super.c:332
 deactivate_super+0xb1/0xd0 fs/super.c:363
 cleanup_mnt+0x2ae/0x3d0 fs/namespace.c:1291
 task_work_run+0x168/0x260 kernel/task_work.c:179
 resume_user_mode_work include/linux/resume_user_mode.h:49 [inline]
 exit_to_user_mode_loop kernel/entry/common.c:171 [inline]
 exit_to_user_mode_prepare+0x210/0x240 kernel/entry/common.c:204
 __syscall_exit_to_user_mode_work kernel/entry/common.c:286 [inline]
 syscall_exit_to_user_mode+0x1d/0x50 kernel/entry/common.c:297
 do_syscall_64+0x46/0x80 arch/x86/entry/common.c:86
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in btrfs_block_rsv_release,"btrfs_release_global_block_rsv+0x26/0x2e0
 btrfs_free_block_groups+0x894/0x1020
 close_ctree+0x54a/0xd00
 generic_shutdown_super+0x158/0x480
 kill_anon_super+0x3a/0x60
 btrfs_kill_super+0x3c/0x50
 deactivate_locked_super+0x98/0x160
 deactivate_super+0xb1/0xd0
 cleanup_mnt+0x2ae/0x3d0
 task_work_run+0x168/0x260
 exit_to_user_mode_prepare+0x23c/0x250
 syscall_exit_to_user_mode+0x1d/0x50
 do_syscall_64+0x46/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
BUG: soft lockup in net_rx_action,"clear_page arch/x86/include/asm/page_64.h:53 [inline]
 clear_highpage include/linux/highmem.h:240 [inline]
 clear_highpage_kasan_tagged include/linux/highmem.h:250 [inline]
 kernel_init_pages mm/page_alloc.c:1393 [inline]
 post_alloc_hook+0x1b9/0x340 mm/page_alloc.c:2540
 prep_new_page mm/page_alloc.c:2552 [inline]
 get_page_from_freelist+0x119c/0x2d40 mm/page_alloc.c:4339
 __alloc_pages+0x1cb/0x5e0 mm/page_alloc.c:5605
 __alloc_pages_node include/linux/gfp.h:237 [inline]
 alloc_pages_node include/linux/gfp.h:260 [inline]
 page_frag_alloc_1k net/core/skbuff.c:193 [inline]
 __napi_alloc_skb+0x50b/0x6d0 net/core/skbuff.c:774
 napi_alloc_skb include/linux/skbuff.h:3240 [inline]
 e1000_alloc_rx_skb drivers/net/ethernet/intel/e1000/e1000_main.c:4112 [inline]
 e1000_copybreak drivers/net/ethernet/intel/e1000/e1000_main.c:4328 [inline]
 e1000_clean_rx_irq+0x7a3/0x1150 drivers/net/ethernet/intel/e1000/e1000_main.c:4380
 e1000_clean+0x973/0x2610 drivers/net/ethernet/intel/e1000/e1000_main.c:3803
 __napi_poll.constprop.0+0xb3/0x520 net/core/dev.c:6480
 napi_poll net/core/dev.c:6547 [inline]
 net_rx_action+0x8d3/0xc50 net/core/dev.c:6657
 __do_softirq+0x2e5/0xae2 kernel/softirq.c:571
 run_ksoftirqd kernel/softirq.c:934 [inline]
 run_ksoftirqd+0x31/0x60 kernel/softirq.c:926
 smpboot_thread_fn+0x659/0xa30 kernel/smpboot.c:164
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
general protection fault in reset_interrupt,"floppy_work_workfn+0x19/0x20 drivers/block/floppy.c:992
 process_one_work+0x9f4/0x16d0 kernel/workqueue.c:2405
 worker_thread+0x68e/0x10f0 kernel/workqueue.c:2552
 kthread+0x359/0x460 kernel/kthread.c:379
 ret_from_fork+0x2c/0x50 arch/x86/entry/entry_64.S:308",Group 1
kernel BUG in ext4_map_blocks,"ext4_getblk+0x16b/0x840
 ext4_bread_batch+0x86/0x500
 __ext4_find_entry+0x42f/0xfa0
 ext4_lookup+0x500/0x700
 __lookup_hash+0x117/0x180
 filename_create+0x1d6/0x4a0
 do_symlinkat+0xc8/0x2e0
 __x64_sys_symlinkat+0x97/0xc0
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd
 ORIG_RAX: 000000000000010a",Group 1
kernel BUG in ntfs_perform_write,"ntfs_file_write_iter+0x5c0/0x1df0 fs/ntfs/file.c:1917
 call_write_iter include/linux/fs.h:1851 [inline]
 new_sync_write fs/read_write.c:491 [inline]
 vfs_write+0x9f3/0xe20 fs/read_write.c:584
 ksys_write+0x12b/0x250 fs/read_write.c:637
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x39/0x80 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in user_reset_fdc,"fd_locked_ioctl+0x9be/0x15d0
 fd_ioctl+0x39/0x60
 blkdev_ioctl+0x355/0x7d0
 __x64_sys_ioctl+0x197/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
KASAN: user-memory-access Write in zram_submit_bio,"__dump_stack lib/dump_stack.c:88 [inline]
 dump_stack_lvl+0x17f/0x270 lib/dump_stack.c:106
 print_report+0x3e6/0x5e0 mm/kasan/report.c:465
 kasan_report+0xd7/0x110 mm/kasan/report.c:572
 check_region_inline mm/kasan/generic.c:181 [inline]
 kasan_check_range+0x15b/0x1b0 mm/kasan/generic.c:187
 __kasan_check_write+0x18/0x20 mm/kasan/shadow.c:37
 instrument_atomic_read_write include/linux/instrumented.h:96 [inline]
 test_and_set_bit_lock include/asm-generic/bitops/instrumented-lock.h:57 [inline]
 bit_spin_lock include/linux/bit_spinlock.h:27 [inline]
 zram_slot_lock drivers/block/zram/zram_drv.c:67 [inline]
 zram_read_page drivers/block/zram/zram_drv.c:1362 [inline]
 zram_bvec_read drivers/block/zram/zram_drv.c:1409 [inline]
 zram_bio_read drivers/block/zram/zram_drv.c:1883 [inline]
 zram_submit_bio+0x40f/0x2b10 drivers/block/zram/zram_drv.c:1933
 __submit_bio block/blk-core.c:598 [inline]
 __submit_bio+0x1ad/0x280 block/blk-core.c:588
 __submit_bio_noacct block/blk-core.c:641 [inline]
 submit_bio_noacct_nocheck+0x4c3/0xb60 block/blk-core.c:704
 submit_bio_noacct+0x98e/0x1b40 block/blk-core.c:801
 submit_bio+0x75/0x160 block/blk-core.c:834
 submit_bh_wbc+0x4f2/0x680 fs/buffer.c:2777
 submit_bh fs/buffer.c:2782 [inline]
 __bread_slow fs/buffer.c:1226 [inline]
 __bread_gfp+0x13d/0x2f0 fs/buffer.c:1419
 __bread include/linux/buffer_head.h:471 [inline]
 journal_init+0xe9a/0x6a10 fs/reiserfs/journal.c:2788
 reiserfs_fill_super+0xcc9/0x3180 fs/reiserfs/super.c:2022
loop0: detected capacity change from 0 to 4096
 mount_bdev+0x35e/0x420 fs/super.c:1380
 get_super_block+0x39/0x50 fs/reiserfs/super.c:2601
 legacy_get_tree+0x10f/0x220 fs/fs_context.c:610
 vfs_get_tree+0x97/0x370 fs/super.c:1510
 do_new_mount fs/namespace.c:3039 [inline]
 path_mount+0x6d3/0x1fd0 fs/namespace.c:3369
 do_mount fs/namespace.c:3382 [inline]
 __do_sys_mount fs/namespace.c:3591 [inline]
 __se_sys_mount fs/namespace.c:3568 [inline]
 __x64_sys_mount+0x2b2/0x340 fs/namespace.c:3568
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x3f/0x90 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x72/0xdc",Group 1
possible deadlock in hci_cmd_sync_clear,"dump_stack_lvl+0x178/0x260
 check_noncircular+0x268/0x310
 __lock_acquire+0x2d66/0x5850
 lock_acquire.part.0+0x186/0x450
 __flush_work+0x104/0xb80
 __cancel_work_timer+0x3ed/0x560
 hci_cmd_sync_clear+0x48/0x2a0
 hci_unregister_dev+0x161/0x4a0
 vhci_release+0x80/0xf0
 __fput+0x27c/0xa90
 task_work_run+0x168/0x260
 do_exit+0xc0d/0x2c90
 do_group_exit+0xd4/0x2a0
 get_signal+0x2328/0x2460
 arch_do_signal_or_restart+0x79/0x5a0
 exit_to_user_mode_prepare+0x154/0x1f0
 syscall_exit_to_user_mode+0x1a/0x40
 do_syscall_64+0x46/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in wait_til_done,"fd_locked_ioctl+0xcef/0x15e0
 fd_ioctl+0x39/0x60
 blkdev_ioctl+0x35a/0x7e0
 __x64_sys_ioctl+0x197/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in __floppy_read_block_0,"floppy_revalidate.isra.0+0x80c/0xc10 drivers/block/floppy.c:4206
 floppy_open+0xadc/0xe90 drivers/block/floppy.c:4058
 blkdev_get_whole+0x9b/0x2d0 block/bdev.c:606
 blkdev_get_by_dev.part.0+0x5da/0xbb0 block/bdev.c:756
 blkdev_get_by_dev+0x7d/0x90 block/bdev.c:790
 blkdev_open+0x14a/0x2e0 block/fops.c:493
 do_dentry_open+0x683/0x1270 fs/open.c:920
 vfs_open+0xa4/0xe0 fs/open.c:1051
 do_open fs/namei.c:3636 [inline]
 path_openat+0x1d5c/0x2950 fs/namei.c:3791
 do_filp_open+0x1c9/0x420 fs/namei.c:3818
 do_sys_openat2+0x17c/0x540 fs/open.c:1356
 do_sys_open fs/open.c:1372 [inline]
 __do_sys_openat fs/open.c:1388 [inline]
 __se_sys_openat fs/open.c:1383 [inline]
 __x64_sys_openat+0x175/0x240 fs/open.c:1383
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x3f/0x90 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x72/0xdc",Group 1
general protection fault in reset_interrupt,"process_one_work+0x993/0x15e0 kernel/workqueue.c:2405
 worker_thread+0x67d/0x10c0 kernel/workqueue.c:2552
 kthread+0x33e/0x440 kernel/kthread.c:379
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
WARNING in drm_wait_one_vblank,"drm_fb_helper_ioctl+0x15d/0x1a0
 do_fb_ioctl+0x32f/0x750
 fb_ioctl+0xeb/0x150
 __x64_sys_ioctl+0x197/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in wait_til_done,"user_reset_fdc+0x179/0x1c0
 fd_locked_ioctl+0xa20/0x1640
 fd_ioctl+0x40/0x60
 blkdev_ioctl+0x380/0x850
 __x64_sys_ioctl+0x1a9/0x220
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd
 ORIG_RAX: 0000000000000010",Group 1
INFO: task hung in hub_port_init,"__schedule+0xac0/0x2e70
 schedule+0xe7/0x1b0
 usb_kill_urb.part.0+0x19a/0x220
 usb_kill_urb+0x83/0xa0
 usb_start_wait_urb+0x24a/0x4b0
 usb_control_msg+0x320/0x4a0
 hub_port_init+0x14c1/0x3930
 hub_event+0x2b8a/0x4e30
 process_one_work+0x9ba/0x1820
 worker_thread+0x669/0x1090
 kthread+0x2e8/0x3a0
 ret_from_fork+0x1f/0x30",Group 1
INFO: task hung in io_ring_exit_work,"context_switch kernel/sched/core.c:5301 [inline]
 __schedule+0x24b2/0x5a60 kernel/sched/core.c:6619
 schedule+0xe7/0x1b0 kernel/sched/core.c:6695
 schedule_timeout+0x26e/0x2b0 kernel/time/timer.c:2143
 do_wait_for_common kernel/sched/completion.c:85 [inline]
 __wait_for_common+0x1ce/0x5d0 kernel/sched/completion.c:106
 io_ring_exit_work+0x543/0x13c0 io_uring/io_uring.c:3021
 process_one_work+0x9ba/0x1820 kernel/workqueue.c:2390
 worker_thread+0x669/0x1090 kernel/workqueue.c:2537
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
kernel BUG in do_journal_end,"do_journal_end+0x3f22/0x4ad0 fs/reiserfs/journal.c:4151
 reiserfs_sync_fs+0xfc/0x130 fs/reiserfs/super.c:78
 sync_filesystem fs/sync.c:56 [inline]
 sync_filesystem+0x109/0x290 fs/sync.c:30
 generic_shutdown_super+0x74/0x480 fs/super.c:473
 kill_block_super+0x9b/0xf0 fs/super.c:1398
 deactivate_locked_super+0x98/0x160 fs/super.c:331
 deactivate_super+0xb1/0xd0 fs/super.c:362
 cleanup_mnt+0x2ae/0x3d0 fs/namespace.c:1177
 task_work_run+0x168/0x260 kernel/task_work.c:179
 resume_user_mode_work include/linux/resume_user_mode.h:49 [inline]
 exit_to_user_mode_loop kernel/entry/common.c:171 [inline]
 exit_to_user_mode_prepare+0x210/0x240 kernel/entry/common.c:204
 __syscall_exit_to_user_mode_work kernel/entry/common.c:286 [inline]
 syscall_exit_to_user_mode+0x1d/0x50 kernel/entry/common.c:297
 do_syscall_64+0x46/0x80 arch/x86/entry/common.c:86
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in fd_locked_ioctl,"fd_ioctl+0x39/0x60
 blkdev_ioctl+0x35a/0x7e0
 __x64_sys_ioctl+0x197/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
INFO: task hung in hub_port_init,"context_switch kernel/sched/core.c:5301 [inline]
 __schedule+0x24b2/0x5a60 kernel/sched/core.c:6619
 schedule+0xe7/0x1b0 kernel/sched/core.c:6695
 usb_kill_urb.part.0+0x19a/0x220 drivers/usb/core/urb.c:728
 usb_kill_urb+0x83/0xa0 drivers/usb/core/urb.c:717
 usb_start_wait_urb+0x24a/0x4b0 drivers/usb/core/message.c:64
 usb_internal_control_msg drivers/usb/core/message.c:102 [inline]
 usb_control_msg+0x320/0x4a0 drivers/usb/core/message.c:153
 hub_port_init+0x14c1/0x3930 drivers/usb/core/hub.c:4875
 hub_port_connect drivers/usb/core/hub.c:5337 [inline]
 hub_port_connect_change drivers/usb/core/hub.c:5552 [inline]
 port_event drivers/usb/core/hub.c:5712 [inline]
 hub_event+0x2b8a/0x4e40 drivers/usb/core/hub.c:5794
 process_one_work+0x9ba/0x1820 kernel/workqueue.c:2390
 worker_thread+0x669/0x1090 kernel/workqueue.c:2537
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
WARNING in __folio_mark_dirty,"mark_buffer_dirty+0x3e8/0x570 fs/buffer.c:1148
 gfs2_unpin+0x109/0xd00 fs/gfs2/lops.c:111
 buf_lo_after_commit+0x144/0x210 fs/gfs2/lops.c:747
 lops_after_commit fs/gfs2/lops.h:49 [inline]
 gfs2_log_flush+0x141a/0x27d0 fs/gfs2/log.c:1116
 do_sync+0x5da/0xd20 fs/gfs2/quota.c:975
 gfs2_quota_sync+0x2e6/0x660 fs/gfs2/quota.c:1318
 gfs2_sync_fs+0x44/0xb0 fs/gfs2/super.c:656
 sync_filesystem fs/sync.c:56 [inline]
 sync_filesystem+0x109/0x290 fs/sync.c:30
 generic_shutdown_super+0x74/0x480 fs/super.c:473
 kill_block_super+0x9b/0xf0 fs/super.c:1398
 gfs2_kill_sb+0x378/0x430 fs/gfs2/ops_fstype.c:1807
 deactivate_locked_super+0x98/0x160 fs/super.c:331
 deactivate_super+0xb1/0xd0 fs/super.c:362
 cleanup_mnt+0x2ae/0x3d0 fs/namespace.c:1177
 task_work_run+0x168/0x260 kernel/task_work.c:179
 resume_user_mode_work include/linux/resume_user_mode.h:49 [inline]
 exit_to_user_mode_loop kernel/entry/common.c:171 [inline]
 exit_to_user_mode_prepare+0x23c/0x250 kernel/entry/common.c:203
 __syscall_exit_to_user_mode_work kernel/entry/common.c:285 [inline]
 syscall_exit_to_user_mode+0x1d/0x50 kernel/entry/common.c:296
 do_syscall_64+0x46/0x80 arch/x86/entry/common.c:86
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in ieee80211_bss_info_change_notify,"ieee80211_ocb_leave+0x24d/0x3c0
 __cfg80211_leave_ocb+0x224/0x620
 cfg80211_leave_ocb+0x52/0x70
 cfg80211_change_iface+0xae9/0x1270
 nl80211_set_interface+0x695/0x9b0
 genl_family_rcv_msg_doit.isra.0+0x1e6/0x2d0
 genl_rcv_msg+0x4ff/0x7e0
 netlink_rcv_skb+0x165/0x440
 genl_rcv+0x28/0x40
 netlink_unicast+0x547/0x7f0
 netlink_sendmsg+0x94f/0xe90
 sock_sendmsg+0xde/0x190
 ____sys_sendmsg+0x721/0x950
 ___sys_sendmsg+0x11d/0x1b0
 __sys_sendmsg+0xfe/0x1d0
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd
 ORIG_RAX: 000000000000002e",Group 1
BUG: soft lockup in smp_call_function,"on_each_cpu_cond_mask+0x40/0x90 kernel/smp.c:1155
 on_each_cpu include/linux/smp.h:71 [inline]
 text_poke_sync arch/x86/kernel/alternative.c:1770 [inline]
 text_poke_bp_batch+0x22e/0x6c0 arch/x86/kernel/alternative.c:1961
 text_poke_flush arch/x86/kernel/alternative.c:2129 [inline]
 text_poke_flush arch/x86/kernel/alternative.c:2126 [inline]
 text_poke_finish+0x1a/0x30 arch/x86/kernel/alternative.c:2136
 arch_jump_label_transform_apply+0x17/0x30 arch/x86/kernel/jump_label.c:146
 jump_label_update+0x321/0x400 kernel/jump_label.c:829
 static_key_enable_cpuslocked+0x1b5/0x270 kernel/jump_label.c:205
 static_key_enable+0x1a/0x20 kernel/jump_label.c:218
 toggle_allocation_gate mm/kfence/core.c:799 [inline]
 toggle_allocation_gate+0xf4/0x220 mm/kfence/core.c:791
 process_one_work+0x9ba/0x1760 kernel/workqueue.c:2390
 worker_thread+0x669/0x1090 kernel/workqueue.c:2537
 kthread+0x2e8/0x3a0 kernel/kthread.c:376
 ret_from_fork+0x1f/0x30 arch/x86/entry/entry_64.S:308",Group 1
KASAN: null-ptr-deref Read in do_journal_end,"dump_stack_lvl+0x91/0xf0
 kasan_report+0xc0/0xf0
 kasan_check_range+0x144/0x190
 do_journal_end+0x135f/0x4ad0
 reiserfs_sync_fs+0xfc/0x130
 sync_filesystem+0x109/0x290
 generic_shutdown_super+0x74/0x480
 kill_block_super+0xa1/0x100
 deactivate_locked_super+0x98/0x160
 deactivate_super+0xb1/0xd0
 cleanup_mnt+0x2ae/0x3d0
 task_work_run+0x168/0x260
 exit_to_user_mode_prepare+0x210/0x240
 syscall_exit_to_user_mode+0x1d/0x50
 do_syscall_64+0x46/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
possible deadlock in ext4_bmap,"dump_stack_lvl+0x91/0xf0
 check_noncircular+0x268/0x310
 __lock_acquire+0x2f46/0x5cf0
 lock_acquire+0x1e3/0x660
 down_read+0x3d/0x50
 ext4_bmap+0x52/0x470
 bmap+0xae/0x120
 jbd2_journal_bmap+0xac/0x1c0
 jbd2_journal_flush+0x86a/0xc80
 __ext4_ioctl+0xb50/0x4cd0
 __x64_sys_ioctl+0x197/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
general protection fault in efivar_lock,"efivar_entry_iter+0x29/0x150
 efivarfs_kill_sb+0x2f/0x40
 deactivate_locked_super+0xa6/0x190
 vfs_get_super+0x235/0x2b0
 get_tree_single+0x2b/0x40
 efivarfs_get_tree+0x21/0x30
 vfs_get_tree+0x97/0x370
 __do_sys_fsconfig+0x981/0xd20
 __x64_sys_fsconfig+0xc1/0x150
 do_syscall_64+0x3f/0x90
 entry_SYSCALL_64_after_hwframe+0x72/0xdc",Group 1
KASAN: slab-use-after-free Read in hci_conn_hash_flush,"dump_stack_lvl+0x142/0x210
 print_report+0xc1/0x5e0
 kasan_report+0xc0/0xf0
 hci_conn_hash_flush+0x1fa/0x230
 hci_dev_close_sync+0x51e/0xf50
 hci_unregister_dev+0x1b5/0x460
 vhci_release+0x80/0xf0
 __fput+0x239/0x9a0
 task_work_run+0x157/0x230
 do_exit+0xafb/0x2840
 do_group_exit+0xc3/0x280
 __x64_sys_exit_group+0x3e/0x50
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in sta_info_insert_rcu,"sta_info_insert+0x17/0xd0
 ieee80211_prep_connection+0x643/0x14f0
 ieee80211_mgd_auth+0x893/0x1180
 cfg80211_mlme_auth+0x3e7/0x880
 cfg80211_conn_do_work+0xd41/0xff0
 cfg80211_connect+0x11b4/0x21f0
 nl80211_connect+0x16db/0x2220
 genl_family_rcv_msg_doit.isra.0+0x1e6/0x2d0
 genl_rcv_msg+0x4ff/0x7e0
 netlink_rcv_skb+0x165/0x440
 genl_rcv+0x28/0x40
 netlink_unicast+0x547/0x7f0
 netlink_sendmsg+0x92f/0xe50
 sock_sendmsg+0xde/0x190
 ____sys_sendmsg+0x717/0x900
 ___sys_sendmsg+0x11d/0x1b0
 __sys_sendmsg+0xfe/0x1d0
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd
 ORIG_RAX: 000000000000002e",Group 1
BUG: sleeping function called from invalid context in console_lock,"dump_stack_lvl+0x91/0xf0
 __might_resched+0x358/0x5a0
 console_lock+0x1b/0x80
 do_con_write+0x10a/0x1e30
 con_write+0x25/0x40
 gsmld_write+0xcf/0x140
 file_tty_write.constprop.0+0x472/0x9c0
 do_iter_readv_writev+0x20c/0x3b0
 do_iter_write+0x182/0x700
 vfs_writev+0x1d7/0x6f0
 do_writev+0x133/0x2f0
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
general protection fault in s_show,"seq_read_iter+0xb9a/0x1260
 proc_reg_read_iter+0x1ff/0x2d0
 vfs_read+0x678/0x920
 ksys_read+0x12b/0x250
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in _copy_from_iter,"copy_page_from_iter+0x216/0x3c0
 blk_rq_map_user_iov+0xc06/0x1830
 blk_rq_map_user_io+0x1ff/0x230
 sg_common_write.constprop.0+0xe8d/0x1f60
 sg_new_write.isra.0+0x562/0xad0
 sg_ioctl+0xa5b/0x2940
 __x64_sys_ioctl+0x1b0/0x220
 do_syscall_64+0x3f/0x90
 entry_SYSCALL_64_after_hwframe+0x72/0xdc",Group 1
possible deadlock in __jbd2_log_wait_for_space,"dump_stack_lvl+0x178/0x260
 check_noncircular+0x268/0x310
 __lock_acquire+0x2dfb/0x58a0
 lock_acquire.part.0+0x188/0x450
 mutex_lock_io_nested+0x15b/0x1260
 __jbd2_log_wait_for_space+0x235/0x4b0
 add_transaction_credits+0xa24/0xb60
 start_this_handle+0x3a6/0x14f0
 jbd2__journal_start+0x39f/0x6d0
 __ext4_journal_start_sb+0x706/0x890
 ext4_alloc_file_blocks.isra.0+0x2a2/0xb60
 ext4_fallocate+0x49a/0x4380
 vfs_fallocate+0x490/0xe90
 ioctl_preallocate+0x18e/0x200
 do_vfs_ioctl+0x12d5/0x1660
 __x64_sys_ioctl+0x10c/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in floppy_queue_rq,"blk_mq_dispatch_rq_list+0x681/0x2300
 __blk_mq_sched_dispatch_requests+0x21d/0x460
 blk_mq_sched_dispatch_requests+0x118/0x1a0
 __blk_mq_run_hw_queue+0x2c8/0x480
 blk_mq_run_work_fn+0x60/0x80
 process_one_work+0xa28/0x1930
 worker_thread+0x674/0x10b0
 kthread+0x303/0x3d0
 ret_from_fork+0x1f/0x30",Group 1
WARNING in udf_truncate_extents,"udf_write_failed.isra.0+0x173/0x1c0 fs/udf/inode.c:182
 udf_write_begin+0x2c5/0x370 fs/udf/inode.c:259
 generic_perform_write+0x259/0x580 mm/filemap.c:3799
 __generic_file_write_iter+0x2ae/0x500 mm/filemap.c:3927
 udf_file_write_iter+0x233/0x740 fs/udf/file.c:115
 call_write_iter include/linux/fs.h:1851 [inline]
 new_sync_write fs/read_write.c:491 [inline]
 vfs_write+0x9f3/0xe20 fs/read_write.c:584
 ksys_write+0x12b/0x250 fs/read_write.c:637
 do_syscall_x64 arch/x86/entry/common.c:50 [inline]
 do_syscall_64+0x39/0x80 arch/x86/entry/common.c:80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
general protection fault in write_special_inodes,"lmLogSync+0x46a/0x7e0 fs/jfs/jfs_logmgr.c:937
 jfs_syncpt+0x8d/0xa0 fs/jfs/jfs_logmgr.c:1041
 jfs_sync_fs+0x84/0xa0 fs/jfs/super.c:685
 sync_filesystem fs/sync.c:56 [inline]
 sync_filesystem+0x109/0x290 fs/sync.c:30
 generic_shutdown_super+0x74/0x420 fs/super.c:474
 kill_block_super+0x9b/0xf0 fs/super.c:1386
 deactivate_locked_super+0x98/0x160 fs/super.c:332
 deactivate_super+0xb1/0xd0 fs/super.c:363
 cleanup_mnt+0x2ae/0x3d0 fs/namespace.c:1177
 task_work_run+0x168/0x260 kernel/task_work.c:179
 resume_user_mode_work include/linux/resume_user_mode.h:49 [inline]
 exit_to_user_mode_loop kernel/entry/common.c:171 [inline]
 exit_to_user_mode_prepare+0x210/0x240 kernel/entry/common.c:204
 __syscall_exit_to_user_mode_work kernel/entry/common.c:286 [inline]
 syscall_exit_to_user_mode+0x1d/0x50 kernel/entry/common.c:297
 do_syscall_64+0x46/0x80 arch/x86/entry/common.c:86
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
WARNING in __floppy_read_block_0,"floppy_revalidate.isra.0+0x756/0x8f0
 invalidate_drive+0x134/0x170
 fd_locked_ioctl+0xf8a/0x1580
 fd_ioctl+0x39/0x60
 blkdev_ioctl+0x35a/0x7e0
 __x64_sys_ioctl+0x197/0x210
 do_syscall_64+0x39/0x80
 entry_SYSCALL_64_after_hwframe+0x63/0xcd",Group 1
